publication_id,title,issue_number,publication_date,scope_item_id,scope_id,scope_name,industry_age,batman_era,publication_type,continuity_type,batman_role,new_or_reprint_content,owned,ownership_status,ordered,edition_status,facsimile_exists,facsimile_owned,shopping_status,shopping_priority,gap_priority,gap_reason,source,confidence,notes
PUB-BRAVE-BOLD-0126,The Brave and the Bold,126,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0127,The Brave and the Bold,127,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0128,The Brave and the Bold,128,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0129,The Brave and the Bold,129,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0130,The Brave and the Bold,130,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0131,The Brave and the Bold,131,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0132,The Brave and the Bold,132,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0133,The Brave and the Bold,133,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0134,The Brave and the Bold,134,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0135,The Brave and the Bold,135,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0136,The Brave and the Bold,136,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0137,The Brave and the Bold,137,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0138,The Brave and the Bold,138,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0139,The Brave and the Bold,139,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0140,The Brave and the Bold,140,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0141,The Brave and the Bold,141,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0142,The Brave and the Bold,142,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0143,The Brave and the Bold,143,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0144,The Brave and the Bold,144,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0145,The Brave and the Bold,145,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0146,The Brave and the Bold,146,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0147,The Brave and the Bold,147,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0148,The Brave and the Bold,148,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0149,The Brave and the Bold,149,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0150,The Brave and the Bold,150,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0151,The Brave and the Bold,151,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0152,The Brave and the Bold,152,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0153,The Brave and the Bold,153,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0154,The Brave and the Bold,154,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0155,The Brave and the Bold,155,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0156,The Brave and the Bold,156,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0157,The Brave and the Bold,157,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0158,The Brave and the Bold,158,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0159,The Brave and the Bold,159,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0160,The Brave and the Bold,160,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0161,The Brave and the Bold,161,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0162,The Brave and the Bold,162,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0163,The Brave and the Bold,163,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0164,The Brave and the Bold,164,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0165,The Brave and the Bold,165,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0166,The Brave and the Bold,166,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0167,The Brave and the Bold,167,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0168,The Brave and the Bold,168,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0169,The Brave and the Bold,169,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0170,The Brave and the Bold,170,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0171,The Brave and the Bold,171,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0172,The Brave and the Bold,172,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0173,The Brave and the Bold,173,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0174,The Brave and the Bold,174,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0175,The Brave and the Bold,175,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0176,The Brave and the Bold,176,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0177,The Brave and the Bold,177,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0178,The Brave and the Bold,178,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0179,The Brave and the Bold,179,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0180,The Brave and the Bold,180,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0181,The Brave and the Bold,181,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0182,The Brave and the Bold,182,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0183,The Brave and the Bold,183,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0184,The Brave and the Bold,184,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0185,The Brave and the Bold,185,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0186,The Brave and the Bold,186,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0187,The Brave and the Bold,187,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0188,The Brave and the Bold,188,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0189,The Brave and the Bold,189,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0190,The Brave and the Bold,190,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0191,The Brave and the Bold,191,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0192,The Brave and the Bold,192,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
PUB-BRAVE-BOLD-0193,The Brave and the Bold,193,,brave_and_bold_batman_bronze,batman_team_up_run,Bronze-era Batman team-up run,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead/team-up,new story,No,MISSING,No,,No,No,,,LOW,Optional/opportunistic Bronze publication.,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified,Complete Batman team-up physical run; opportunistic collecting priority.
